categorical_feature,category,numeric_feature,n_observations,mean_value,median_value,Churn_rate
pseudo_end,2001-03-26 00:00:00,expected_total_from_tenure_monthly,99,908.8863636363636,972.7499999999999,0.6262626262626263
pseudo_end,2005-07-03 00:00:00,expected_total_from_tenure_monthly,98,4846.390306122449,5065.200000000001,0.8979591836734694
pseudo_end,2001-06-24 00:00:00,expected_total_from_tenure_monthly,97,1075.138144329897,1090.8,0.7525773195876289
pseudo_end,2000-01-31 00:00:00,expected_min_total_from_contract,613,0.3909461663947798,0.0,0.3800978792822186
pseudo_end,2005-11-30 00:00:00,expected_min_total_from_contract,362,79.98336464088396,88.7,0.9834254143646409
pseudo_end,2000-03-01 00:00:00,expected_min_total_from_contract,238,0.840546218487395,0.0,0.4831932773109244
pseudo_end,2000-03-31 00:00:00,expected_min_total_from_contract,200,1.4379999999999997,0.0,0.53
pseudo_end,2000-04-30 00:00:00,expected_min_total_from_contract,176,1.809375,0.0,0.5284090909090909
pseudo_end,2005-10-31 00:00:00,expected_min_total_from_contract,170,70.97707647058824,82.95,0.9647058823529412
pseudo_end,2000-05-30 00:00:00,expected_min_total_from_contract,133,1.1327067669172932,0.0,0.518796992481203
pseudo_end,2000-07-29 00:00:00,expected_min_total_from_contract,131,4.850763358778626,0.0,0.6106870229007634
pseudo_end,2000-08-28 00:00:00,expected_min_total_from_contract,123,5.396747967479675,0.0,0.6585365853658537
pseudo_end,2000-09-27 00:00:00,expected_min_total_from_contract,119,4.024789915966386,0.0,0.6134453781512605
pseudo_end,2005-10-01 00:00:00,expected_min_total_from_contract,119,72.99894117647058,79.6,0.907563025210084
pseudo_end,2000-12-26 00:00:00,expected_min_total_from_contract,117,10.853418803418805,0.0,0.6752136752136753
pseudo_end,2000-10-27 00:00:00,expected_min_total_from_contract,116,6.703879310344828,0.0,0.6120689655172413
pseudo_end,2000-06-29 00:00:00,expected_min_total_from_contract,110,4.19590909090909,0.0,0.6363636363636364
pseudo_end,2001-01-25 00:00:00,expected_min_total_from_contract,109,8.854128440366972,0.0,0.6513761467889908
pseudo_end,2005-08-02 00:00:00,expected_min_total_from_contract,100,65.22216,76.825,0.91
pseudo_end,2000-11-26 00:00:00,expected_min_total_from_contract,99,6.101010101010101,0.0,0.6868686868686869
pseudo_end,2001-03-26 00:00:00,expected_min_total_from_contract,99,7.34090909090909,0.0,0.6262626262626263
pseudo_end,2005-07-03 00:00:00,expected_min_total_from_contract,98,65.56721428571429,69.625,0.8979591836734694
pseudo_end,2001-06-24 00:00:00,expected_min_total_from_contract,97,6.9340206185567,0.0,0.7525773195876289
pseudo_end,2000-01-31 00:00:00,expected_total_senior,86,65.42551162790697,70.25,0.13953488372093023
pseudo_end,2005-11-30 00:00:00,expected_total_senior,56,6564.5935714285715,7236.0,0.9642857142857143
pseudo_end,2000-03-01 00:00:00,expected_total_senior,43,134.8627906976744,141.5,0.3023255813953488
pseudo_end,2005-10-31 00:00:00,expected_total_senior,31,5627.625483870968,6379.349999999999,0.967741935483871
pseudo_end,2000-04-30 00:00:00,expected_total_senior,26,287.1923076923077,299.70000000000005,0.5
pseudo_end,2000-03-31 00:00:00,expected_total_senior,25,221.09399999999994,231.0,0.2
pseudo_end,2000-05-30 00:00:00,expected_total_senior,24,349.875,374.75,0.375
pseudo_end,2000-08-28 00:00:00,expected_total_senior,24,614.8166666666667,644.4000000000001,0.375
pseudo_end,2000-07-29 00:00:00,expected_total_senior,23,519.3391304347825,527.8000000000001,0.5217391304347826
pseudo_end,2005-06-03 00:00:00,expected_total_senior,22,6366.9,6845.849999999999,0.6363636363636364
pseudo_end,2002-08-18 00:00:00,expected_total_senior,20,2673.52,2740.0,0.5
pseudo_end,2005-05-04 00:00:00,expected_total_senior,19,6385.0526315789475,6753.5,0.8947368421052632
pseudo_end,2001-04-25 00:00:00,expected_total_senior,18,1240.0444444444445,1308.0,0.3888888888888889
pseudo_end,2002-03-21 00:00:00,expected_total_senior,18,2218.1999999999994,2295.675,0.3888888888888889
pseudo_end,2001-08-23 00:00:00,expected_total_senior,18,1658.111111111111,1701.5,0.5
pseudo_end,2000-11-26 00:00:00,expected_total_senior,17,863.2088235294118,870.6500000000001,0.5882352941176471
pseudo_end,2005-10-01 00:00:00,expected_total_senior,17,6091.235294117647,6454.0,0.8823529411764706
pseudo_end,2005-07-03 00:00:00,expected_total_senior,16,5509.49375,6267.85,1.0
pseudo_end,2000-09-27 00:00:00,expected_total_senior,16,650.8968749999999,721.8,0.4375
pseudo_end,2004-08-07 00:00:00,expected_total_senior,16,5257.700000000001,5509.0,0.75
pseudo_end,2000-01-31 00:00:00,expected_total_from_payment_profile,613,50.51827079934747,49.75,0.3800978792822186
pseudo_end,2005-11-30 00:00:00,expected_total_from_payment_profile,362,5773.445303867403,6413.4,0.9834254143646409
pseudo_end,2000-03-01 00:00:00,expected_total_from_payment_profile,238,114.4126050420168,122.15,0.4831932773109244
pseudo_end,2000-03-31 00:00:00,expected_total_from_payment_profile,200,174.045,193.35000000000002,0.53
pseudo_end,2000-04-30 00:00:00,expected_total_from_payment_profile,176,229.73068181818178,227.9,0.5284090909090909
pseudo_end,2005-10-31 00:00:00,expected_total_from_payment_profile,170,5225.380882352942,6006.6,0.9647058823529412
pseudo_end,2000-05-30 00:00:00,expected_total_from_payment_profile,133,305.0187969924812,345.25,0.518796992481203
pseudo_end,2000-07-29 00:00:00,expected_total_from_payment_profile,131,417.4965648854961,484.40000000000003,0.6106870229007634
pseudo_end,2000-08-28 00:00:00,expected_total_from_payment_profile,123,457.9609756097561,487.2,0.6585365853658537
pseudo_end,2000-09-27 00:00:00,expected_total_from_payment_profile,119,563.0823529411765,630.4499999999999,0.6134453781512605
pseudo_end,2005-10-01 00:00:00,expected_total_from_payment_profile,119,5344.382352941177,5642.0,0.907563025210084
pseudo_end,2000-12-26 00:00:00,expected_total_from_payment_profile,117,682.0358974358974,650.4000000000001,0.6752136752136753
pseudo_end,2000-10-27 00:00:00,expected_total_from_payment_profile,116,588.2456896551724,616.0,0.6120689655172413
pseudo_end,2000-06-29 00:00:00,expected_total_from_payment_profile,110,339.5345454545454,330.45,0.6363636363636364
pseudo_end,2001-01-25 00:00:00,expected_total_from_payment_profile,109,780.9183486238533,856.05,0.6513761467889908
pseudo_end,2005-08-02 00:00:00,expected_total_from_payment_profile,100,4985.568,5545.400000000001,0.91
pseudo_end,2000-11-26 00:00:00,expected_total_from_payment_profile,99,643.2,673.75,0.6868686868686869
pseudo_end,2001-03-26 00:00:00,expected_total_from_payment_profile,99,908.8863636363636,972.7499999999999,0.6262626262626263
pseudo_end,2005-07-03 00:00:00,expected_total_from_payment_profile,98,4846.390306122449,5065.200000000001,0.8979591836734694
pseudo_end,2001-06-24 00:00:00,expected_total_from_payment_profile,97,1075.138144329897,1090.8,0.7525773195876289
pseudo_end,2000-01-31 00:00:00,total_charges_per_month,613,50.53433931484502,49.75,0.3800978792822186
pseudo_end,2005-11-30 00:00:00,total_charges_per_month,362,80.14758448434621,88.709375,0.9834254143646409
pseudo_end,2000-03-01 00:00:00,total_charges_per_month,238,57.16617647058823,59.1375,0.4831932773109244
pseudo_end,2000-03-31 00:00:00,total_charges_per_month,200,58.23,64.25833333333333,0.53
pseudo_end,2000-04-30 00:00:00,total_charges_per_month,176,57.63267045454545,59.10625,0.5284090909090909
pseudo_end,2005-10-31 00:00:00,total_charges_per_month,170,73.60662419221208,84.92147887323944,0.9647058823529412
pseudo_end,2000-05-30 00:00:00,total_charges_per_month,133,60.89827067669173,66.03,0.518796992481203
pseudo_end,2000-07-29 00:00:00,total_charges_per_month,131,59.770119956379496,67.85714285714286,0.6106870229007634
pseudo_end,2000-08-28 00:00:00,total_charges_per_month,123,57.84862804878048,63.00625,0.6585365853658537
pseudo_end,2000-09-27 00:00:00,total_charges_per_month,119,62.68235294117647,71.07222222222222,0.6134453781512605
pseudo_end,2005-10-01 00:00:00,total_charges_per_month,119,76.3410112845138,81.68357142857144,0.907563025210084
pseudo_end,2000-12-26 00:00:00,total_charges_per_month,117,55.98742877492877,54.541666666666664,0.6752136752136753
pseudo_end,2000-10-27 00:00:00,total_charges_per_month,116,59.37349137931034,62.3225,0.6120689655172413
pseudo_end,2000-06-29 00:00:00,total_charges_per_month,110,56.029166666666654,54.99166666666666,0.6363636363636364
pseudo_end,2001-01-25 00:00:00,total_charges_per_month,109,59.80991531404376,64.78846153846153,0.6513761467889908
pseudo_end,2005-08-02 00:00:00,total_charges_per_month,100,73.62205882352943,81.98014705882353,0.91
pseudo_end,2000-11-26 00:00:00,total_charges_per_month,99,58.91675849403123,63.38636363636363,0.6868686868686869
pseudo_end,2001-03-26 00:00:00,total_charges_per_month,99,60.71286195286195,66.30333333333333,0.6262626262626263
pseudo_end,2005-07-03 00:00:00,total_charges_per_month,98,72.24308559244592,76.82014925373134,0.8979591836734694
pseudo_end,2001-06-24 00:00:00,total_charges_per_month,97,59.59201030927835,60.41388888888889,0.7525773195876289
_logic_repair_applied,False,SeniorCitizen,7043,0.1621468124378816,0.0,0.7346301292063041
_logic_repair_applied,False,tenure,7043,32.37271049268777,29.0,0.7346301292063041
_logic_repair_applied,False,MonthlyCharges,7043,64.74968891097544,70.35,0.7346301292063041
_logic_repair_applied,False,TotalCharges,7043,2279.361600312367,1397.475,0.7346301292063041
_logic_repair_applied,False,Churn_flag,7043,0.2653698707936959,0.0,0.7346301292063041
_logic_repair_applied,False,expected_total_from_tenure_monthly,7043,2277.453315348573,1393.6000000000001,0.7346301292063041
_logic_repair_applied,False,expected_min_total_from_contract,7043,28.15076089734488,0.0,0.7346301292063041
_logic_repair_applied,False,expected_total_senior,1142,2809.477210157618,2245.35,0.5831873905429071
_logic_repair_applied,False,expected_total_from_payment_profile,7043,2277.453315348573,1393.6000000000001,0.7346301292063041
_logic_repair_applied,False,total_charges_per_month,7043,66.84941070400262,70.45,0.7346301292063041
tenure_months_bucket,0-12,SeniorCitizen,2186,0.1463860933211345,0.0,0.5256175663311985
tenure_months_bucket,36-60,SeniorCitizen,1594,0.16938519447929737,0.0,0.8337515683814304
tenure_months_bucket,60+,SeniorCitizen,1407,0.16062544420753375,0.0,0.9339019189765458
tenure_months_bucket,12-24,SeniorCitizen,1024,0.1640625,0.0,0.712890625
tenure_months_bucket,24-36,SeniorCitizen,832,0.18990384615384615,0.0,0.7836538461538461
tenure_months_bucket,0-12,tenure,2186,4.736505032021958,4.0,0.5256175663311985
tenure_months_bucket,36-60,tenure,1594,48.796737766624844,49.0,0.8337515683814304
tenure_months_bucket,60+,tenure,1407,68.11016346837242,69.0,0.9339019189765458
tenure_months_bucket,12-24,tenure,1024,18.3515625,18.0,0.712890625
tenure_months_bucket,24-36,tenure,832,30.338942307692307,30.0,0.7836538461538461
tenure_months_bucket,0-12,MonthlyCharges,2186,56.100411710887464,55.9,0.5256175663311985
tenure_months_bucket,36-60,MonthlyCharges,1594,68.52227791718946,74.9,0.8337515683814304
tenure_months_bucket,60+,MonthlyCharges,1407,75.8924235963042,84.8,0.9339019189765458
tenure_months_bucket,12-24,MonthlyCharges,1024,61.359912109375,66.4,0.712890625
tenure_months_bucket,24-36,MonthlyCharges,832,65.57555048076924,73.25,0.7836538461538461
tenure_months_bucket,0-12,TotalCharges,2186,282.27533165599266,174.55,0.5256175663311985
tenure_months_bucket,36-60,TotalCharges,1594,3360.2138331242163,3533.225,0.8337515683814304
tenure_months_bucket,60+,TotalCharges,1407,5167.857516702204,5757.2,0.9339019189765458
tenure_months_bucket,12-24,TotalCharges,1024,1126.2575195312502,1148.5500000000002,0.712890625
tenure_months_bucket,24-36,TotalCharges,832,1990.1992788461537,2093.65,0.7836538461538461
tenure_months_bucket,0-12,Churn_flag,2186,0.47438243366880145,0.0,0.5256175663311985
tenure_months_bucket,36-60,Churn_flag,1594,0.16624843161856964,0.0,0.8337515683814304
tenure_months_bucket,60+,Churn_flag,1407,0.06609808102345416,0.0,0.9339019189765458
tenure_months_bucket,12-24,Churn_flag,1024,0.287109375,0.0,0.712890625
tenure_months_bucket,24-36,Churn_flag,832,0.21634615384615385,0.0,0.7836538461538461
tenure_months_bucket,0-12,expected_total_from_tenure_monthly,2186,275.0743824336688,171.35000000000002,0.5256175663311985
tenure_months_bucket,36-60,expected_total_from_tenure_monthly,1594,3358.4240903387704,3532.6000000000004,0.8337515683814304
tenure_months_bucket,60+,expected_total_from_tenure_monthly,1407,5168.314285714286,5780.0,0.9339019189765458
tenure_months_bucket,12-24,expected_total_from_tenure_monthly,1024,1127.0419433593752,1147.4,0.712890625
tenure_months_bucket,24-36,expected_total_from_tenure_monthly,832,1994.656189903846,2138.5,0.7836538461538461
tenure_months_bucket,0-12,expected_min_total_from_contract,2186,2.784835315645014,0.0,0.5256175663311985
tenure_months_bucket,36-60,expected_min_total_from_contract,1594,40.839180050188205,24.45,0.8337515683814304
tenure_months_bucket,60+,expected_min_total_from_contract,1407,68.86901066098082,80.3,0.9339019189765458
tenure_months_bucket,12-24,expected_min_total_from_contract,1024,11.47333984375,0.0,0.712890625
tenure_months_bucket,24-36,expected_min_total_from_contract,832,22.155177884615384,0.0,0.7836538461538461
tenure_months_bucket,0-12,expected_total_senior,320,339.539825,238.95000000000002,0.321875
tenure_months_bucket,36-60,expected_total_senior,270,4162.353333333333,4202.0,0.674074074074074
tenure_months_bucket,60+,expected_total_senior,226,5921.003893805309,6480.0,0.8938053097345132
tenure_months_bucket,12-24,expected_total_senior,168,1414.5437499999998,1393.9,0.5059523809523809
tenure_months_bucket,24-36,expected_total_senior,158,2532.560759493671,2621.625,0.5949367088607594
tenure_months_bucket,0-12,expected_total_from_payment_profile,2186,275.0743824336688,171.35000000000002,0.5256175663311985
tenure_months_bucket,36-60,expected_total_from_payment_profile,1594,3358.4240903387704,3532.6000000000004,0.8337515683814304
tenure_months_bucket,60+,expected_total_from_payment_profile,1407,5168.314285714286,5780.0,0.9339019189765458
tenure_months_bucket,12-24,expected_total_from_payment_profile,1024,1127.0419433593752,1147.4,0.712890625
tenure_months_bucket,24-36,expected_total_from_payment_profile,832,1994.656189903846,2138.5,0.7836538461538461
tenure_months_bucket,0-12,total_charges_per_month,2186,62.983729897161396,58.099999999999994,0.5256175663311985
tenure_months_bucket,36-60,total_charges_per_month,1594,68.56254777435987,75.41070478723404,0.8337515683814304
tenure_months_bucket,60+,total_charges_per_month,1407,75.79589184227734,84.67291666666667,0.9339019189765458
tenure_months_bucket,12-24,total_charges_per_month,1024,61.29927129738924,66.83102678571429,0.712890625
tenure_months_bucket,24-36,total_charges_per_month,832,65.42547025259054,71.62427697441602,0.7836538461538461
