feature_a,category_a,feature_b,category_b,count,Churn_rate
OnlineSecurity,No internet service,PaymentMethod,Bank transfer (automatic),332,0.9457831325301205
OnlineSecurity,No internet service,PaymentMethod,Credit card (automatic),331,0.972809667673716
OnlineSecurity,No,Churn,No,2037,1.0
OnlineSecurity,No,Churn,Yes,1461,0.0
OnlineSecurity,Yes,Churn,No,1724,1.0
OnlineSecurity,Yes,Churn,Yes,295,0.0
OnlineSecurity,No internet service,Churn,No,1413,1.0
OnlineSecurity,No internet service,Churn,Yes,113,0.0
OnlineSecurity,No,SeniorCitizen_flag_text,No,2690,0.6081784386617101
OnlineSecurity,No,SeniorCitizen_flag_text,Yes,808,0.4962871287128713
OnlineSecurity,Yes,SeniorCitizen_flag_text,No,1737,0.8670120898100173
OnlineSecurity,Yes,SeniorCitizen_flag_text,Yes,282,0.7730496453900709
OnlineSecurity,No internet service,SeniorCitizen_flag_text,No,1474,0.926729986431479
OnlineSecurity,No internet service,SeniorCitizen_flag_text,Yes,52,0.9038461538461539
OnlineSecurity,No,Senior_flag,False,2690,0.6081784386617101
OnlineSecurity,No,Senior_flag,True,808,0.4962871287128713
OnlineSecurity,Yes,Senior_flag,False,1737,0.8670120898100173
OnlineSecurity,Yes,Senior_flag,True,282,0.7730496453900709
OnlineSecurity,No internet service,Senior_flag,False,1474,0.926729986431479
OnlineSecurity,No internet service,Senior_flag,True,52,0.9038461538461539
OnlineSecurity,No,pseudo_start,2000-01-01 00:00:00,3498,0.5823327615780446
OnlineSecurity,Yes,pseudo_start,2000-01-01 00:00:00,2019,0.8538880633977216
OnlineSecurity,No internet service,pseudo_start,2000-01-01 00:00:00,1526,0.9259501965923984
OnlineSecurity,No,pseudo_end,2000-01-31 00:00:00,410,0.25853658536585367
OnlineSecurity,No,pseudo_end,2005-11-30 00:00:00,60,0.9333333333333333
OnlineSecurity,No,pseudo_end,2000-03-01 00:00:00,164,0.3597560975609756
OnlineSecurity,No,pseudo_end,2000-03-31 00:00:00,141,0.4326241134751773
OnlineSecurity,No,pseudo_end,2000-04-30 00:00:00,114,0.3508771929824561
OnlineSecurity,No,pseudo_end,2005-10-31 00:00:00,38,0.8947368421052632
OnlineSecurity,No,pseudo_end,2000-05-30 00:00:00,91,0.4065934065934066
OnlineSecurity,No,pseudo_end,2000-07-29 00:00:00,78,0.46153846153846156
OnlineSecurity,No,pseudo_end,2000-08-28 00:00:00,69,0.5507246376811594
OnlineSecurity,No,pseudo_end,2000-09-27 00:00:00,80,0.525
OnlineSecurity,Yes,pseudo_end,2000-01-31 00:00:00,37,0.5135135135135135
OnlineSecurity,Yes,pseudo_end,2005-11-30 00:00:00,236,0.9915254237288136
OnlineSecurity,Yes,pseudo_end,2000-03-01 00:00:00,27,0.5555555555555556
OnlineSecurity,Yes,pseudo_end,2000-03-31 00:00:00,20,0.6
OnlineSecurity,Yes,pseudo_end,2000-04-30 00:00:00,24,0.75
OnlineSecurity,Yes,pseudo_end,2005-10-31 00:00:00,91,0.978021978021978
OnlineSecurity,Yes,pseudo_end,2000-05-30 00:00:00,17,0.6470588235294118
OnlineSecurity,Yes,pseudo_end,2000-07-29 00:00:00,28,0.7857142857142857
OnlineSecurity,Yes,pseudo_end,2000-08-28 00:00:00,23,0.6521739130434783
OnlineSecurity,Yes,pseudo_end,2000-09-27 00:00:00,18,0.6666666666666666
OnlineSecurity,No internet service,pseudo_end,2000-01-31 00:00:00,166,0.6506024096385542
OnlineSecurity,No internet service,pseudo_end,2005-11-30 00:00:00,66,1.0
OnlineSecurity,No internet service,pseudo_end,2000-03-01 00:00:00,47,0.8723404255319149
OnlineSecurity,No internet service,pseudo_end,2000-03-31 00:00:00,39,0.8461538461538461
OnlineSecurity,No internet service,pseudo_end,2000-04-30 00:00:00,38,0.9210526315789473
OnlineSecurity,No internet service,pseudo_end,2005-10-31 00:00:00,41,1.0
OnlineSecurity,No internet service,pseudo_end,2000-05-30 00:00:00,25,0.84
OnlineSecurity,No internet service,pseudo_end,2000-07-29 00:00:00,25,0.88
OnlineSecurity,No internet service,pseudo_end,2000-08-28 00:00:00,31,0.9032258064516129
OnlineSecurity,No internet service,pseudo_end,2000-09-27 00:00:00,21,0.9047619047619048
OnlineSecurity,No,_logic_repair_applied,False,3498,0.5823327615780446
OnlineSecurity,Yes,_logic_repair_applied,False,2019,0.8538880633977216
OnlineSecurity,No internet service,_logic_repair_applied,False,1526,0.9259501965923984
OnlineSecurity,No,tenure_months_bucket,0-12,1402,0.39158345221112695
OnlineSecurity,No,tenure_months_bucket,36-60,708,0.7429378531073446
OnlineSecurity,No,tenure_months_bucket,60+,393,0.8549618320610687
OnlineSecurity,No,tenure_months_bucket,12-24,554,0.5902527075812274
OnlineSecurity,No,tenure_months_bucket,24-36,441,0.6780045351473923
OnlineSecurity,Yes,tenure_months_bucket,0-12,271,0.6605166051660517
OnlineSecurity,Yes,tenure_months_bucket,36-60,558,0.8620071684587813
OnlineSecurity,Yes,tenure_months_bucket,60+,738,0.9525745257452575
OnlineSecurity,Yes,tenure_months_bucket,12-24,231,0.7489177489177489
OnlineSecurity,Yes,tenure_months_bucket,24-36,221,0.8506787330316742
OnlineSecurity,No internet service,tenure_months_bucket,0-12,513,0.8206627680311891
OnlineSecurity,No internet service,tenure_months_bucket,36-60,328,0.9817073170731707
OnlineSecurity,No internet service,tenure_months_bucket,60+,276,0.9963768115942029
OnlineSecurity,No internet service,tenure_months_bucket,12-24,239,0.9623430962343096
OnlineSecurity,No internet service,tenure_months_bucket,24-36,170,0.9705882352941176
OnlineBackup,No,DeviceProtection,No,1984,0.5408266129032258
OnlineBackup,No,DeviceProtection,Yes,1104,0.7083333333333334
OnlineBackup,Yes,DeviceProtection,No,1111,0.72997299729973
OnlineBackup,Yes,DeviceProtection,Yes,1318,0.830804248861912
OnlineBackup,No internet service,DeviceProtection,No internet service,1526,0.9259501965923984
OnlineBackup,No,TechSupport,No,2196,0.5223132969034608
OnlineBackup,No,TechSupport,Yes,892,0.7937219730941704
OnlineBackup,Yes,TechSupport,No,1277,0.6891151135473766
OnlineBackup,Yes,TechSupport,Yes,1152,0.890625
OnlineBackup,No internet service,TechSupport,No internet service,1526,0.9259501965923984
OnlineBackup,No,StreamingTV,No,1774,0.5992108229988726
OnlineBackup,No,StreamingTV,Yes,1314,0.6027397260273972
OnlineBackup,Yes,StreamingTV,No,1036,0.777027027027027
OnlineBackup,Yes,StreamingTV,Yes,1393,0.7903804737975593
OnlineBackup,No internet service,StreamingTV,No internet service,1526,0.9259501965923984
OnlineBackup,No,StreamingMovies,No,1746,0.5962199312714777
OnlineBackup,No,StreamingMovies,Yes,1342,0.6065573770491803
OnlineBackup,Yes,StreamingMovies,No,1039,0.7757459095283927
OnlineBackup,Yes,StreamingMovies,Yes,1390,0.7913669064748201
OnlineBackup,No internet service,StreamingMovies,No internet service,1526,0.9259501965923984
OnlineBackup,No,Contract,Month-to-month,2288,0.4969405594405594
OnlineBackup,No,Contract,Two year,313,0.9456869009584664
OnlineBackup,No,Contract,One year,487,0.86652977412731
OnlineBackup,Yes,Contract,Month-to-month,1063,0.6190028222013171
OnlineBackup,Yes,Contract,Two year,744,0.9650537634408602
OnlineBackup,Yes,Contract,One year,622,0.8520900321543409
OnlineBackup,No internet service,Contract,Month-to-month,524,0.8110687022900763
OnlineBackup,No internet service,Contract,Two year,638,0.9921630094043887
OnlineBackup,No internet service,Contract,One year,364,0.9752747252747253
OnlineBackup,No,PaperlessBilling,Yes,2078,0.5481231953801733
OnlineBackup,No,PaperlessBilling,No,1010,0.7089108910891089
OnlineBackup,Yes,PaperlessBilling,Yes,1647,0.7455980570734669
OnlineBackup,Yes,PaperlessBilling,No,782,0.8670076726342711
OnlineBackup,No internet service,PaperlessBilling,Yes,446,0.905829596412556
OnlineBackup,No internet service,PaperlessBilling,No,1080,0.9342592592592592
OnlineBackup,No,PaymentMethod,Electronic check,1428,0.46078431372549017
OnlineBackup,No,PaymentMethod,Mailed check,560,0.6696428571428571
OnlineBackup,No,PaymentMethod,Bank transfer (automatic),559,0.7316636851520573
OnlineBackup,No,PaymentMethod,Credit card (automatic),541,0.7634011090573013
OnlineBackup,Yes,PaymentMethod,Electronic check,815,0.649079754601227
OnlineBackup,Yes,PaymentMethod,Mailed check,311,0.8327974276527331
OnlineBackup,Yes,PaymentMethod,Bank transfer (automatic),653,0.8621745788667687
OnlineBackup,Yes,PaymentMethod,Credit card (automatic),650,0.8538461538461538
OnlineBackup,No internet service,PaymentMethod,Electronic check,122,0.8770491803278688
OnlineBackup,No internet service,PaymentMethod,Mailed check,741,0.9041835357624831
OnlineBackup,No internet service,PaymentMethod,Bank transfer (automatic),332,0.9457831325301205
OnlineBackup,No internet service,PaymentMethod,Credit card (automatic),331,0.972809667673716
OnlineBackup,No,Churn,No,1855,1.0
OnlineBackup,No,Churn,Yes,1233,0.0
OnlineBackup,Yes,Churn,No,1906,1.0
OnlineBackup,Yes,Churn,Yes,523,0.0
OnlineBackup,No internet service,Churn,No,1413,1.0
OnlineBackup,No internet service,Churn,Yes,113,0.0
OnlineBackup,No,SeniorCitizen_flag_text,No,2474,0.6325788197251415
OnlineBackup,No,SeniorCitizen_flag_text,Yes,614,0.4723127035830619
OnlineBackup,Yes,SeniorCitizen_flag_text,No,1953,0.8074756784434204
OnlineBackup,Yes,SeniorCitizen_flag_text,Yes,476,0.6911764705882353
OnlineBackup,No internet service,SeniorCitizen_flag_text,No,1474,0.926729986431479
OnlineBackup,No internet service,SeniorCitizen_flag_text,Yes,52,0.9038461538461539
OnlineBackup,No,Senior_flag,False,2474,0.6325788197251415
OnlineBackup,No,Senior_flag,True,614,0.4723127035830619
OnlineBackup,Yes,Senior_flag,False,1953,0.8074756784434204
OnlineBackup,Yes,Senior_flag,True,476,0.6911764705882353
OnlineBackup,No internet service,Senior_flag,False,1474,0.926729986431479
OnlineBackup,No internet service,Senior_flag,True,52,0.9038461538461539
OnlineBackup,No,pseudo_start,2000-01-01 00:00:00,3088,0.6007124352331606
OnlineBackup,Yes,pseudo_start,2000-01-01 00:00:00,2429,0.7846850555784274
OnlineBackup,No internet service,pseudo_start,2000-01-01 00:00:00,1526,0.9259501965923984
OnlineBackup,No,pseudo_end,2000-01-31 00:00:00,400,0.2725
OnlineBackup,No,pseudo_end,2005-11-30 00:00:00,44,1.0
OnlineBackup,No,pseudo_end,2000-03-01 00:00:00,153,0.35294117647058826
OnlineBackup,No,pseudo_end,2000-03-31 00:00:00,126,0.4365079365079365
OnlineBackup,No,pseudo_end,2000-04-30 00:00:00,106,0.44339622641509435
OnlineBackup,No,pseudo_end,2005-10-31 00:00:00,25,0.92
OnlineBackup,No,pseudo_end,2000-05-30 00:00:00,76,0.42105263157894735
OnlineBackup,No,pseudo_end,2000-07-29 00:00:00,88,0.5113636363636364
OnlineBackup,No,pseudo_end,2000-08-28 00:00:00,71,0.5492957746478874
OnlineBackup,No,pseudo_end,2000-09-27 00:00:00,77,0.5324675324675324
OnlineBackup,Yes,pseudo_end,2000-01-31 00:00:00,47,0.3404255319148936
OnlineBackup,Yes,pseudo_end,2005-11-30 00:00:00,252,0.9761904761904762
OnlineBackup,Yes,pseudo_end,2000-03-01 00:00:00,38,0.5263157894736842
OnlineBackup,Yes,pseudo_end,2000-03-31 00:00:00,35,0.5142857142857142
OnlineBackup,Yes,pseudo_end,2000-04-30 00:00:00,32,0.34375
OnlineBackup,Yes,pseudo_end,2005-10-31 00:00:00,104,0.9615384615384616
OnlineBackup,Yes,pseudo_end,2000-05-30 00:00:00,32,0.5
OnlineBackup,Yes,pseudo_end,2000-07-29 00:00:00,18,0.7222222222222222
OnlineBackup,Yes,pseudo_end,2000-08-28 00:00:00,21,0.6666666666666666
OnlineBackup,Yes,pseudo_end,2000-09-27 00:00:00,21,0.6190476190476191
OnlineBackup,No internet service,pseudo_end,2000-01-31 00:00:00,166,0.6506024096385542
OnlineBackup,No internet service,pseudo_end,2005-11-30 00:00:00,66,1.0
OnlineBackup,No internet service,pseudo_end,2000-03-01 00:00:00,47,0.8723404255319149
OnlineBackup,No internet service,pseudo_end,2000-03-31 00:00:00,39,0.8461538461538461
OnlineBackup,No internet service,pseudo_end,2000-04-30 00:00:00,38,0.9210526315789473
OnlineBackup,No internet service,pseudo_end,2005-10-31 00:00:00,41,1.0
OnlineBackup,No internet service,pseudo_end,2000-05-30 00:00:00,25,0.84
OnlineBackup,No internet service,pseudo_end,2000-07-29 00:00:00,25,0.88
OnlineBackup,No internet service,pseudo_end,2000-08-28 00:00:00,31,0.9032258064516129
OnlineBackup,No internet service,pseudo_end,2000-09-27 00:00:00,21,0.9047619047619048
OnlineBackup,No,_logic_repair_applied,False,3088,0.6007124352331606
OnlineBackup,Yes,_logic_repair_applied,False,2429,0.7846850555784274
OnlineBackup,No internet service,_logic_repair_applied,False,1526,0.9259501965923984
OnlineBackup,No,tenure_months_bucket,0-12,1332,0.41291291291291293
OnlineBackup,No,tenure_months_bucket,36-60,569,0.7926186291739895
OnlineBackup,No,tenure_months_bucket,60+,273,0.9120879120879121
OnlineBackup,No,tenure_months_bucket,12-24,531,0.6177024482109228
OnlineBackup,No,tenure_months_bucket,24-36,383,0.7232375979112271
OnlineBackup,Yes,tenure_months_bucket,0-12,341,0.5219941348973607
OnlineBackup,Yes,tenure_months_bucket,36-60,697,0.7977044476327116
OnlineBackup,Yes,tenure_months_bucket,60+,858,0.9207459207459208
OnlineBackup,Yes,tenure_months_bucket,12-24,254,0.6771653543307087
OnlineBackup,Yes,tenure_months_bucket,24-36,279,0.7526881720430108
OnlineBackup,No internet service,tenure_months_bucket,0-12,513,0.8206627680311891
OnlineBackup,No internet service,tenure_months_bucket,36-60,328,0.9817073170731707
OnlineBackup,No internet service,tenure_months_bucket,60+,276,0.9963768115942029
OnlineBackup,No internet service,tenure_months_bucket,12-24,239,0.9623430962343096
OnlineBackup,No internet service,tenure_months_bucket,24-36,170,0.9705882352941176
DeviceProtection,No,TechSupport,No,2260,0.536283185840708
DeviceProtection,No,TechSupport,Yes,835,0.8047904191616766
DeviceProtection,Yes,TechSupport,No,1213,0.6718878812860676
DeviceProtection,Yes,TechSupport,Yes,1209,0.8784119106699751
DeviceProtection,No internet service,TechSupport,No internet service,1526,0.9259501965923984
DeviceProtection,No,StreamingTV,No,1955,0.6143222506393862
DeviceProtection,No,StreamingTV,Yes,1140,0.5991228070175438
DeviceProtection,Yes,StreamingTV,No,855,0.7801169590643274
DeviceProtection,Yes,StreamingTV,Yes,1567,0.7721761327377153
DeviceProtection,No internet service,StreamingTV,No internet service,1526,0.9259501965923984
DeviceProtection,No,StreamingMovies,No,1958,0.6159346271705822
DeviceProtection,No,StreamingMovies,Yes,1137,0.5963060686015831
DeviceProtection,Yes,StreamingMovies,No,827,0.7750906892382105
DeviceProtection,Yes,StreamingMovies,Yes,1595,0.7749216300940439
DeviceProtection,No internet service,StreamingMovies,No internet service,1526,0.9259501965923984
DeviceProtection,No,Contract,Month-to-month,2394,0.5242272347535506
DeviceProtection,No,Contract,Two year,238,0.9621848739495799
DeviceProtection,No,Contract,One year,463,0.8639308855291576
DeviceProtection,Yes,Contract,Month-to-month,957,0.5642633228840125
DeviceProtection,Yes,Contract,Two year,819,0.9584859584859585
DeviceProtection,Yes,Contract,One year,646,0.8544891640866873
DeviceProtection,No internet service,Contract,Month-to-month,524,0.8110687022900763
DeviceProtection,No internet service,Contract,Two year,638,0.9921630094043887
DeviceProtection,No internet service,Contract,One year,364,0.9752747252747253
DeviceProtection,No,PaperlessBilling,Yes,2120,0.5627358490566038
DeviceProtection,No,PaperlessBilling,No,975,0.7087179487179487
DeviceProtection,Yes,PaperlessBilling,Yes,1605,0.7314641744548287
DeviceProtection,Yes,PaperlessBilling,No,817,0.8604651162790697
DeviceProtection,No internet service,PaperlessBilling,Yes,446,0.905829596412556
DeviceProtection,No internet service,PaperlessBilling,No,1080,0.9342592592592592
DeviceProtection,No,PaymentMethod,Electronic check,1435,0.4794425087108014
DeviceProtection,No,PaymentMethod,Mailed check,580,0.6896551724137931
DeviceProtection,No,PaymentMethod,Bank transfer (automatic),566,0.7455830388692579
DeviceProtection,No,PaymentMethod,Credit card (automatic),514,0.7276264591439688
DeviceProtection,Yes,PaymentMethod,Electronic check,808,0.6175742574257426
DeviceProtection,Yes,PaymentMethod,Mailed check,291,0.8041237113402062
DeviceProtection,Yes,PaymentMethod,Bank transfer (automatic),646,0.8513931888544891
DeviceProtection,Yes,PaymentMethod,Credit card (automatic),677,0.8774002954209749
DeviceProtection,No internet service,PaymentMethod,Electronic check,122,0.8770491803278688
DeviceProtection,No internet service,PaymentMethod,Mailed check,741,0.9041835357624831
DeviceProtection,No internet service,PaymentMethod,Bank transfer (automatic),332,0.9457831325301205
DeviceProtection,No internet service,PaymentMethod,Credit card (automatic),331,0.972809667673716
DeviceProtection,No,Churn,No,1884,1.0
DeviceProtection,No,Churn,Yes,1211,0.0
DeviceProtection,Yes,Churn,No,1877,1.0
DeviceProtection,Yes,Churn,Yes,545,0.0
DeviceProtection,No internet service,Churn,No,1413,1.0
DeviceProtection,No internet service,Churn,Yes,113,0.0
DeviceProtection,No,SeniorCitizen_flag_text,No,2471,0.6394172399838122
DeviceProtection,No,SeniorCitizen_flag_text,Yes,624,0.48717948717948717
DeviceProtection,Yes,SeniorCitizen_flag_text,No,1956,0.7985685071574642
DeviceProtection,Yes,SeniorCitizen_flag_text,Yes,466,0.6759656652360515
DeviceProtection,No internet service,SeniorCitizen_flag_text,No,1474,0.926729986431479
DeviceProtection,No internet service,SeniorCitizen_flag_text,Yes,52,0.9038461538461539
DeviceProtection,No,Senior_flag,False,2471,0.6394172399838122
DeviceProtection,No,Senior_flag,True,624,0.48717948717948717
DeviceProtection,Yes,Senior_flag,False,1956,0.7985685071574642
DeviceProtection,Yes,Senior_flag,True,466,0.6759656652360515
DeviceProtection,No internet service,Senior_flag,False,1474,0.926729986431479
DeviceProtection,No internet service,Senior_flag,True,52,0.9038461538461539
DeviceProtection,No,pseudo_start,2000-01-01 00:00:00,3095,0.6087237479806139
DeviceProtection,Yes,pseudo_start,2000-01-01 00:00:00,2422,0.7749793559042114
DeviceProtection,No internet service,pseudo_start,2000-01-01 00:00:00,1526,0.9259501965923984
DeviceProtection,No,pseudo_end,2000-01-31 00:00:00,406,0.2881773399014778
DeviceProtection,No,pseudo_end,2005-11-30 00:00:00,37,1.0
DeviceProtection,No,pseudo_end,2000-03-01 00:00:00,161,0.40993788819875776
DeviceProtection,No,pseudo_end,2000-03-31 00:00:00,128,0.4453125
DeviceProtection,No,pseudo_end,2000-04-30 00:00:00,112,0.42857142857142855
DeviceProtection,No,pseudo_end,2005-10-31 00:00:00,27,0.8888888888888888
DeviceProtection,No,pseudo_end,2000-05-30 00:00:00,80,0.475
DeviceProtection,No,pseudo_end,2000-07-29 00:00:00,79,0.5189873417721519
DeviceProtection,No,pseudo_end,2000-08-28 00:00:00,71,0.6338028169014085
DeviceProtection,No,pseudo_end,2000-09-27 00:00:00,71,0.5352112676056338
DeviceProtection,Yes,pseudo_end,2000-01-31 00:00:00,41,0.1951219512195122
DeviceProtection,Yes,pseudo_end,2005-11-30 00:00:00,259,0.9768339768339769
DeviceProtection,Yes,pseudo_end,2000-03-01 00:00:00,30,0.26666666666666666
DeviceProtection,Yes,pseudo_end,2000-03-31 00:00:00,33,0.48484848484848486
DeviceProtection,Yes,pseudo_end,2000-04-30 00:00:00,26,0.38461538461538464
DeviceProtection,Yes,pseudo_end,2005-10-31 00:00:00,102,0.9705882352941176
DeviceProtection,Yes,pseudo_end,2000-05-30 00:00:00,28,0.35714285714285715
DeviceProtection,Yes,pseudo_end,2000-07-29 00:00:00,27,0.6296296296296297
DeviceProtection,Yes,pseudo_end,2000-08-28 00:00:00,21,0.38095238095238093
DeviceProtection,Yes,pseudo_end,2000-09-27 00:00:00,27,0.5925925925925926
DeviceProtection,No internet service,pseudo_end,2000-01-31 00:00:00,166,0.6506024096385542
DeviceProtection,No internet service,pseudo_end,2005-11-30 00:00:00,66,1.0
DeviceProtection,No internet service,pseudo_end,2000-03-01 00:00:00,47,0.8723404255319149
DeviceProtection,No internet service,pseudo_end,2000-03-31 00:00:00,39,0.8461538461538461
DeviceProtection,No internet service,pseudo_end,2000-04-30 00:00:00,38,0.9210526315789473
DeviceProtection,No internet service,pseudo_end,2005-10-31 00:00:00,41,1.0
DeviceProtection,No internet service,pseudo_end,2000-05-30 00:00:00,25,0.84
DeviceProtection,No internet service,pseudo_end,2000-07-29 00:00:00,25,0.88
DeviceProtection,No internet service,pseudo_end,2000-08-28 00:00:00,31,0.9032258064516129
DeviceProtection,No internet service,pseudo_end,2000-09-27 00:00:00,21,0.9047619047619048
DeviceProtection,No,_logic_repair_applied,False,3095,0.6087237479806139
DeviceProtection,Yes,_logic_repair_applied,False,2422,0.7749793559042114
DeviceProtection,No internet service,_logic_repair_applied,False,1526,0.9259501965923984
DeviceProtection,No,tenure_months_bucket,0-12,1344,0.4337797619047619
DeviceProtection,No,tenure_months_bucket,36-60,571,0.7863397548161121
DeviceProtection,No,tenure_months_bucket,60+,279,0.9068100358422939
DeviceProtection,No,tenure_months_bucket,12-24,524,0.6354961832061069
DeviceProtection,No,tenure_months_bucket,24-36,377,0.7055702917771883
DeviceProtection,Yes,tenure_months_bucket,0-12,329,0.44072948328267475
DeviceProtection,Yes,tenure_months_bucket,36-60,695,0.8028776978417266
DeviceProtection,Yes,tenure_months_bucket,60+,852,0.9225352112676056
DeviceProtection,Yes,tenure_months_bucket,12-24,261,0.6398467432950191
DeviceProtection,Yes,tenure_months_bucket,24-36,285,0.775438596491228
DeviceProtection,No internet service,tenure_months_bucket,0-12,513,0.8206627680311891
DeviceProtection,No internet service,tenure_months_bucket,36-60,328,0.9817073170731707
DeviceProtection,No internet service,tenure_months_bucket,60+,276,0.9963768115942029
DeviceProtection,No internet service,tenure_months_bucket,12-24,239,0.9623430962343096
DeviceProtection,No internet service,tenure_months_bucket,24-36,170,0.9705882352941176
TechSupport,No,StreamingTV,No,1984,0.5861895161290323
TechSupport,No,StreamingTV,Yes,1489,0.58025520483546
TechSupport,Yes,StreamingTV,No,826,0.8535108958837773
TechSupport,Yes,StreamingTV,Yes,1218,0.8448275862068966
TechSupport,No internet service,StreamingTV,No internet service,1526,0.9259501965923984
TechSupport,No,StreamingMovies,No,1969,0.5896394108684612
TechSupport,No,StreamingMovies,Yes,1504,0.5757978723404256
TechSupport,Yes,StreamingMovies,No,816,0.8406862745098039
TechSupport,Yes,StreamingMovies,Yes,1228,0.8534201954397395
TechSupport,No internet service,StreamingMovies,No internet service,1526,0.9259501965923984
TechSupport,No,Contract,Month-to-month,2680,0.4962686567164179
TechSupport,No,Contract,Two year,236,0.940677966101695
TechSupport,No,Contract,One year,557,0.8527827648114902
TechSupport,Yes,Contract,Month-to-month,671,0.6929955290611028
TechSupport,Yes,Contract,Two year,821,0.9646772228989038
TechSupport,Yes,Contract,One year,552,0.8641304347826086
TechSupport,No internet service,Contract,Month-to-month,524,0.8110687022900763
TechSupport,No internet service,Contract,Two year,638,0.9921630094043887
TechSupport,No internet service,Contract,One year,364,0.9752747252747253
TechSupport,No,PaperlessBilling,Yes,2455,0.5380855397148676
TechSupport,No,PaperlessBilling,No,1018,0.693516699410609
TechSupport,Yes,PaperlessBilling,Yes,1270,0.8236220472440945
TechSupport,Yes,PaperlessBilling,No,774,0.8888888888888888
TechSupport,No internet service,PaperlessBilling,Yes,446,0.905829596412556
TechSupport,No internet service,PaperlessBilling,No,1080,0.9342592592592592
TechSupport,No,PaymentMethod,Electronic check,1730,0.4682080924855491
TechSupport,No,PaymentMethod,Mailed check,518,0.640926640926641
TechSupport,No,PaymentMethod,Bank transfer (automatic),630,0.707936507936508
TechSupport,No,PaymentMethod,Credit card (automatic),595,0.7378151260504202
TechSupport,Yes,PaymentMethod,Electronic check,513,0.7348927875243665
TechSupport,Yes,PaymentMethod,Mailed check,353,0.8555240793201133
TechSupport,Yes,PaymentMethod,Bank transfer (automatic),582,0.9037800687285223
TechSupport,Yes,PaymentMethod,Credit card (automatic),596,0.8875838926174496
TechSupport,No internet service,PaymentMethod,Electronic check,122,0.8770491803278688
TechSupport,No internet service,PaymentMethod,Mailed check,741,0.9041835357624831
TechSupport,No internet service,PaymentMethod,Bank transfer (automatic),332,0.9457831325301205
TechSupport,No internet service,PaymentMethod,Credit card (automatic),331,0.972809667673716
TechSupport,No,Churn,No,2027,1.0
TechSupport,No,Churn,Yes,1446,0.0
TechSupport,Yes,Churn,No,1734,1.0
TechSupport,Yes,Churn,Yes,310,0.0
TechSupport,No internet service,Churn,No,1413,1.0
TechSupport,No internet service,Churn,Yes,113,0.0
TechSupport,No,SeniorCitizen_flag_text,No,2643,0.6118047673098751
TechSupport,No,SeniorCitizen_flag_text,Yes,830,0.4939759036144578
TechSupport,Yes,SeniorCitizen_flag_text,No,1784,0.8548206278026906
TechSupport,Yes,SeniorCitizen_flag_text,Yes,260,0.8038461538461539
TechSupport,No internet service,SeniorCitizen_flag_text,No,1474,0.926729986431479
TechSupport,No internet service,SeniorCitizen_flag_text,Yes,52,0.9038461538461539
TechSupport,No,Senior_flag,False,2643,0.6118047673098751
TechSupport,No,Senior_flag,True,830,0.4939759036144578
TechSupport,Yes,Senior_flag,False,1784,0.8548206278026906
TechSupport,Yes,Senior_flag,True,260,0.8038461538461539
TechSupport,No internet service,Senior_flag,False,1474,0.926729986431479
TechSupport,No internet service,Senior_flag,True,52,0.9038461538461539
TechSupport,No,pseudo_start,2000-01-01 00:00:00,3473,0.5836452634609848
TechSupport,Yes,pseudo_start,2000-01-01 00:00:00,2044,0.8483365949119374
TechSupport,No internet service,pseudo_start,2000-01-01 00:00:00,1526,0.9259501965923984
TechSupport,No,pseudo_end,2000-01-31 00:00:00,414,0.2560386473429952
TechSupport,No,pseudo_end,2005-11-30 00:00:00,72,0.9583333333333334
TechSupport,No,pseudo_end,2000-03-01 00:00:00,172,0.38372093023255816
TechSupport,No,pseudo_end,2000-03-31 00:00:00,127,0.41732283464566927
TechSupport,No,pseudo_end,2000-04-30 00:00:00,113,0.39823008849557523
TechSupport,No,pseudo_end,2005-10-31 00:00:00,38,0.8947368421052632
TechSupport,No,pseudo_end,2000-05-30 00:00:00,81,0.4074074074074074
TechSupport,No,pseudo_end,2000-07-29 00:00:00,89,0.5168539325842697
TechSupport,No,pseudo_end,2000-08-28 00:00:00,74,0.5135135135135135
TechSupport,No,pseudo_end,2000-09-27 00:00:00,76,0.5
TechSupport,Yes,pseudo_end,2000-01-31 00:00:00,33,0.5757575757575758
TechSupport,Yes,pseudo_end,2005-11-30 00:00:00,224,0.9866071428571429
TechSupport,Yes,pseudo_end,2000-03-01 00:00:00,19,0.42105263157894735
TechSupport,Yes,pseudo_end,2000-03-31 00:00:00,34,0.5882352941176471
TechSupport,Yes,pseudo_end,2000-04-30 00:00:00,25,0.52
TechSupport,Yes,pseudo_end,2005-10-31 00:00:00,91,0.978021978021978
TechSupport,Yes,pseudo_end,2000-05-30 00:00:00,27,0.5555555555555556
TechSupport,Yes,pseudo_end,2000-07-29 00:00:00,17,0.7058823529411765
TechSupport,Yes,pseudo_end,2000-08-28 00:00:00,18,0.8333333333333334
TechSupport,Yes,pseudo_end,2000-09-27 00:00:00,22,0.7272727272727273
TechSupport,No internet service,pseudo_end,2000-01-31 00:00:00,166,0.6506024096385542
TechSupport,No internet service,pseudo_end,2005-11-30 00:00:00,66,1.0
TechSupport,No internet service,pseudo_end,2000-03-01 00:00:00,47,0.8723404255319149
TechSupport,No internet service,pseudo_end,2000-03-31 00:00:00,39,0.8461538461538461
TechSupport,No internet service,pseudo_end,2000-04-30 00:00:00,38,0.9210526315789473
