apply_coercion,avg_readiness,check,contracts_hard_fail,dataset_version_id,delta_threshold,detail,drift_high_count,dtype_after_enforce,encoded_target,feature_groups_csv,feature_groups_json,feature_groups_yaml,feature_space_json,feature_space_yaml,full_row_dupes,git_hash,group_counts_json,has_config_hash,has_data_snapshot_id,has_full_dupes,imbalance_ratio,integrity_index,level,max_cardinality,max_null_pct,max_null_pct_col,max_outlier_pct,max_psi,max_score_observed,n_actual,n_alerts,n_anomalies,n_anomalous_buckets,n_anomaly_rows,n_applied,n_artifacts_exist,n_artifacts_total,n_attempted,n_binary,n_binary_candidates,n_binary_features,n_binary_numeric,n_boolean,n_buckets,n_candidate_ids,n_categorical,n_cols,n_columns,n_columns_checked,n_columns_coerced_ok,n_columns_profiled,n_columns_scanned,n_columns_with_anomalies,n_columns_with_domains,n_columns_with_drift,n_columns_with_hygiene_issues,n_columns_with_invalid_tokens,n_columns_with_rare_categories,n_columns_with_unexpected_values,n_constant_cols,n_continuous,n_contracts,n_contracts_fail_hard,n_contracts_warn_soft,n_critical,n_critical_alerts,n_critical_features,n_critical_issue_types,n_critical_token_columns,n_datetime,n_distinct_issue_pairs,n_dominant_domains,n_drift_high,n_drift_medium,n_edges,n_excluded_from_model,n_expected,n_failed,n_feature_groups,n_features,n_features_checked,n_features_monitored,n_features_simulated,n_fk_with_unmatched,n_flags,n_foreign_keys,n_fragmented_domains,n_groups,n_groups_configured,n_groups_evaluated,n_groups_valid_config,n_groups_with_violations,n_hard_rules,n_high_bias_risk,n_high_card_cols,n_high_cardinality_columns,n_high_cv,n_high_drift_columns,n_high_outlier_cols,n_id,n_id_columns,n_id_configured,n_id_in_df,n_ids,n_inconsistent_rows,n_intervals_checked,n_intervals_with_violations,n_invalid_raw,n_invalid_target_vals,n_issue_files,n_keys_with_duplicates,n_keys_with_nulls,n_low_entropy,n_low_readiness,n_mismatched,n_missing,n_near_constant,n_neg,n_nodes,n_non_01_values,n_non_null,n_non_unique,n_null_raw,n_numeric,n_numeric_checked,n_numeric_cols,n_numeric_with_rules,n_ok,n_pairs_anomalous,n_pairs_checked,n_pairs_involving_model_features,n_pairs_total,n_panels_rendered,n_perf_critical,n_perf_warn,n_pos,n_preview_cols,n_preview_rows,n_primary_keys,n_protected,n_protected_columns,n_quasi_identifier_columns,n_rare_values_total,n_ratio_rules,n_red,n_redundant_pairs,n_renamed_pairs,n_required,n_rows,n_rows_raw,n_rows_scored,n_rules,n_rules_configured,n_rules_covered,n_rules_evaluated,n_rules_failing_reconciliation,n_rules_missing_columns,n_rules_no_valid_rows,n_rules_with_anomalies,n_rules_with_violations,n_schemes_exceeding_max_dim,n_sections,n_sections_2_5,n_sections_fail,n_soft_rules,n_sources_configured,n_sources_nonempty,n_sources_with_file,n_status_fail,n_status_ok,n_status_warn,n_strong_pairs,n_strong_target_pairs,n_target,n_time_outliers,n_unassigned,n_unexpected,n_unexpected_values_total,n_valid_ok,n_warn,n_yellow,n_zero_inflated,overall_contract_status,overall_null_pct,pct_invalid_raw,raw_target_col,raw_target_column,section,section_name,source_catalog_csv,status,target_column,time_bucket,time_column,timestamp,top_missing_col,top_missing_pct,total_mem_mb,total_runtime_sec,window_size
,,Assemble a compact manifest of logic-layer health for downstream orchestration/UI,,,,logic_health_manifest.json,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,,,,,,6.0,56.0,21.0,,,,,,,,,,,,,,,,,2.5.15,Logic health manifest & Section 2.5 summary,,WARN,,,,2025-12-05 19:01:31.976823+00:00,,,,,
,,Visualize integrity metrics across 2.3–2.5,,,,logic_integrity_dashboard.html,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5.16,Logic consistency dashboard,,OK,,,,2025-12-05 19:01:32.447791+00:00,,,,,
,,Compute unified Section 2 integrity index (0–100),,,,data_integrity_index.csv,,,,,,,,,,,,,,,,90.0,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5.17,Composite data integrity score,,OK,,,,2025-12-05 19:01:32.566103+00:00,,,,,
,,Populate master_dashboard.html from Section 2 artifacts,,,,master_dashboard_template_missing_or_error,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5.18,Master dashboard writer,,WARN,,,,2025-12-05 19:01:32.711347+00:00,,,,,
,,Environment & config readiness preflight,,,,"Section 2 bootstrap complete: globals, directories, CONFIG roots, and working df are all ready.",,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0.1,Environment & config readiness preflight,,OK,,,,2025-12-05 11:06:58.843797,,,,,
,,Config & constants validation for Section 2,,,,All required config roots present and Section 2 constants registered.,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0.2,Config & constants validation,,OK,,,,2025-12-05 11:06:59.049496,,,,,
,,Section 2 run metadata snapshot,,1.0,,Metadata saved to section2_run_metadata.json,,,,,,,,,,78297e8797c8ec184d354982ff004ca4d11dc728,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0.3,Logging & metadata setup,,OK,,,,2025-12-05 11:06:59.410179,,,,,
,,Dataset-level shape & memory snapshot,,,,Snapshot of df at Section 2 start; overview written to section2_2_0_4_dataset_overview.csv,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0.4,Dataset snapshot & preview,,OK,,,,2025-12-05 11:06:59.578107,,,6.5061,,
,,"Overall missingness, dtype distribution, top-N missing columns",,,,Baseline summary written to section2_2_0_5_baseline_summary.csv; top missing column: TotalCharges (0.1562%).,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0074,,,,2.0.5,Row/Column baseline summary (lightweight),,OK,,,,2025-12-05 11:06:59.696236,TotalCharges,0.1562,,,
,,Config-driven IDs and protected columns snapshot,,,,Protected columns snapshot written to protected_columns_2_0_6.yaml / protected_columns_2_0_6.json,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0.6,ID & protected columns snapshot,,OK,,,,2025-12-05 11:06:59.841655,,,,,
,,Dependency registry build,,,,Registered Section 2 nodes and metrics into section2_registry.json and archived a per-run snapshot under history/section2_registry/.,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0.7,Dependency registry build,,OK,,,,2025-12-05 11:07:00.064391,,,,,
,,Sanity preview printout,,,,Printed Section 2 execution map and wrote section2_execution_map.md for documentation.,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0.8,Sanity preview printout,,OK,,,,2025-12-05 11:07:00.176051,,,,,
,,Sanity preview printout,,,,Printed Section 2 execution map and wrote section2_execution_map.md for documentation.,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0.8,Sanity preview printout,,OK,,,,2025-12-05 11:07:00.279816,,,,,
,,Create Churn_flag and validate raw target labels,,,,"Target 'Churn' normalized to 'Churn_flag' with 0 invalid labels; integrity report: target_integrity_report.csv, summary: churn_flag_summary.csv",,,Churn_flag,,,,,,,,,,,,0.3612,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,5174.0,,,,,0.0,,,,,,,,,,,,,1869.0,,,,,,,,,,,,,7043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Churn,,2.1.1,Target variable creation & validation,,OK,,,,2025-12-05 11:07:00.445992,,,,,
,,ID & key field verification,,,,ID integrity report written to id_integrity_report.csv; 0 non-unique or invalid ID columns.,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1.2,ID & key field verification,,OK,,,,2025-12-05 11:07:00.552006,,,,,
,,Special-case numeric flags,,,,Detected 1 special numeric flag column(s); written to special_numeric_flags.csv.,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1.3,Special-case numeric flag registration,,OK,,,,2025-12-05 11:07:00.659399,,,,,
,,Duplicate audit,,,,Duplicate audit written to duplicate_audit_report.csv; 0 full-row duplicates detected.,,,,,,,,,0.0,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1.4,Duplicate & record-level consistency audit,,OK,,,,2025-12-05 11:07:00.850708,,,,,
,,Duplicate audit preview,,,,Duplicate preview sample written to 2.1.4_duplicate_audit_sample.csv with 0 rows.,,,,,,,,,,,,,,0.0,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1.4.5.5,Duplicate audit preview & sample export,,OK,,,,2025-12-05 11:07:00.972363,,,,,
,,Feature group catalog (column-level),,,,Feature groups registered for 22 column(s); catalog written to feature_groups_2_1_5.csv.,,,,feature_groups_2_1_5.csv,feature_groups_2_1_5.json,feature_groups_2_1_5.yaml,,,,,"{""categorical_low_card"": 15, ""id"": 1, ""numeric_continuous"": 3, ""numeric_flag"": 1, ""target"": 1, ""target_aux"": 1}",,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2.1.5,Feature group registration,,OK,,,,2025-12-05 11:07:01.236501,,,,,
,,Feature space config (groups → columns),,,,"Feature space scaffolding built from feature_groups_2_1_5.csv; JSON: feature_space_2_1_6.json, YAML: feature_space_2_1_6.yaml.",,,,,,,feature_space_2_1_6.json,feature_space_2_1_6.yaml,,,"{""categorical_low_card"": 15, ""id"": 1, ""numeric_continuous"": 3, ""numeric_flag"": 1, ""target"": 1, ""target_aux"": 1}",,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1.6,Feature space scaffolding,feature_groups_2_1_5.csv,OK,,,,2025-12-05 11:07:01.344302,,,,,
,,Schema-driven dtype alignment (read-only),,,,Baseline: dtype_baseline_report.csv; Enforcement: dtype_enforcement_report.csv,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1.7A,Column-type alignment audit (no coercion),,SKIP,,,,2025-12-05 11:07:01.442652,,,,,
,,Apply SCHEMA_EXPECTED_DTYPES to df (mutable),,,,Coercion skipped or no applicable columns.,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1.7.5,Optional dtype coercion apply phase,,SKIP,,,,2025-12-05 11:07:01.598954,,,,,
,,Compare df columns to EXPECTED_SCHEMA_COLUMNS / SCHEMA_EXPECTED_DTYPES,,,,Column comparison: schema_column_comparison.csv; Drift summary: schema_drift_report.csv,,,,,,,,,,,,,,,,,info,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,2.1.6,Structural drift detection & expected schema comparison,,SKIP,,,,2025-12-05 11:07:01.715176,,,,,
,,Feature roles & groups catalog,,,,Roles: feature_roles.csv; Groups YAML: feature_groups_2_1_7.yaml,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2.1.7,Column role classification & feature group registration,,OK,,,,2025-12-05 11:07:01.856447,,,,,
,,Column-level missingness baseline,,,,Missingness baseline: missingness_baseline.csv,,,,,,,,,,,,,,,,,info,,0.1562,TotalCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0071,,,,2.1.8,Missingness baseline (pre-coercion),,OK,,,,2025-12-05 11:07:02.026503,,,,,
,,Binary vs continuous numeric classification,,,,Audit written to binary_continuous_audit.csv,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1.9,Binary vs continuous feature audit,,OK,,,,2025-12-05 11:07:02.119232,,,,,
,,Per-column cardinality overview,,,,Cardinality summary written to feature_cardinality_summary.csv,,,,,,,,,,,,,,,,,info,7043.0,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1.10,Feature cardinality summary,,OK,,,,2025-12-05 11:07:02.222221,,,,,
,,Merged schema consistency snapshot,,,,Schema consistency report written to schema_consistency_report.csv,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1.11,Structural summary report (Section 2.1),,OK,,,,2025-12-05 11:07:02.510590,,,,,
,,Column type detection summary & type map artifact,,,,Type map → column_type_map.json; summary → type_detection_summary.csv,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,5.0,,,12.0,,22.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2.1,Auto-detect data types,,OK,,,,2025-12-05 19:07:02.904584+00:00,,,,,
0.0,,Coerce numeric/datetime-like strings with audit log,,,,Coercion log → coercion_log.csv; df mutated only when APPLY_COERCION=True & success is high,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2.2,Coercion attempt & logging,,OK,,,,2025-12-05 19:07:03.035611+00:00,,,,,
,,Detect binary-like columns and flag semantics,,,,Binary catalog → binary_field_report.csv; feeds downstream numeric/categorical checks,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,8.0,6.0,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2.3,Binary field detection,,OK,,,,2025-12-05 19:07:03.356092+00:00,,,,,
,,Map SeniorCitizen 0/1 into human-readable + boolean flags,,,,seniorcitizen_flag_summary.csv; type map updated at column_type_map.json,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2.4,SeniorCitizen binary flag retype,,OK,,,,2025-12-05 19:07:03.476471+00:00,,,,,
,,"Ensure target flag exists, is 0/1, and matches raw label",,,,target_field_validation.csv; type map updated at column_type_map.json,,Int8,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Churn,2.2.5,Churn flag validation,,OK,Churn_flag,,,2025-12-05 19:07:03.620954+00:00,,,,,
,,Persist ID/protected contracts for downstream steps,,,,protected_columns.json; id_protected_registry.csv; type map updated at column_type_map.json,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2.6,ID & protected columns registration,,OK,,,,2025-12-05 19:07:03.745612+00:00,,,,,
,,Assign each column into numeric/categorical/binary/id/target groups,,,,feature_group_registry.csv; type map updated at column_type_map.json,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,7.0,,,,,,,12.0,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.2.7,Feature group classification,,OK,,,,2025-12-05 19:07:03.907336+00:00,,,,,
,,Plot distribution of column types and feature groups,,,,type_distribution_by_feature_group.png under /Users/b/DATA/PROJECTS/Telco/Level_3/resources/figures/section2,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2.8,Type summary visualization,,INFO,,,,2025-12-05 19:07:04.448684+00:00,,,,,
,,"Numeric dtype validity, nulls & non-finite values",,,,numeric_validation_report.csv,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,,,,2.3.1,Base numeric validation,,OK,,,,2025-12-05 19:07:04.833957+00:00,,,,,
,,Apply min/max domain rules to numeric columns,,,,range_violation_report.csv,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,2.3.2,Range rule enforcement,,OK,,,,2025-12-05 19:07:04.951890+00:00,,,,,
,,Apply min/max domain rules to numeric columns,,,,range_violation_report.csv,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,2.3.2,Range rule enforcement,,OK,,,,2025-12-05 19:07:05.052476+00:00,,,,,
,,IQR and Z-score based outliers per numeric feature,,,,outlier_report_iqr_z.csv,,,,,,,,,,,,,,,,,info,,,,16.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3.3,Outlier detection (IQR & Z),,WARN,,,,2025-12-05 19:07:05.363178+00:00,,,,,
,,"CV, MAD, entropy, zero/negative %, etc.",,,,numeric_metrics_enhanced.csv,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.3.4,Enhanced numeric metrics,,WARN,,,,2025-12-05 19:07:05.596046+00:00,,,,,
,,Merge core numeric validation diagnostics into one table,,,,numeric_integrity_report.csv,,,,,,,,,,,,,,,,,info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.3.5,Aggregated numeric report,,OK,,,,2025-12-05 19:07:05.753130+00:00,,,,,
