column,rule,value,count,note
TotalCharges,rare_level,1888.25,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2773.9,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5409.75,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5643.4,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,197.7,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,401.3,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3238.4,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1573.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,235.8,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1364.75,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1985.15,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,655.85,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,303.15,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4335.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,647.5,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1574.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2748.7,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2483.65,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,6367.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4904.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2044.95,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1794.8,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,7173.15,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,6441.4,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,7039.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,921.4,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4018.35,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5448.6,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2085.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1358.85,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5135.15,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,730.1,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2869.85,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,49.25,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1108.6,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1815.65,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,730.4,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5071.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4014.6,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,568.85,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5860.7,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,7279.35,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1064.95,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5769.6,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5886.85,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4238.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,418.3,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,136.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,708.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,788.55,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,700.85,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4378.8,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3442.8,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,181.7,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,7171.7,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4016.85,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4122.9,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1482.3,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1240.8,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,44.65,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1095.3,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,788.8,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,6578.55,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2802.3,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,857.75,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,151.65,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,364.55,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,6093.3,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1861.1,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1079.65,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,7475.1,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2862.55,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3069.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2349.8,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,469.25,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4213.35,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3301.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3529.95,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,7723.7,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4144.9,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4265.0,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,154.65,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3246.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,8337.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5731.4,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,6176.6,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1905.4,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,931.9,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,7348.8,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,776.25,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5243.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,141.65,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,7679.65,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2954.5,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1006.9,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2540.1,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3097.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3807.35,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2484.0,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5785.65,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2619.15,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1524.85,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2790.65,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1784.5,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3937.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2276.1,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2029.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,802.35,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,418.4,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4653.25,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,275.9,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2130.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1191.4,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,50.5,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2554.0,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5589.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,467.7,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3334.9,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,920.5,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3431.75,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,150.35,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2587.7,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,367.95,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5125.75,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4801.1,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,6219.6,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,550.1,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,7862.25,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1242.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4871.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3190.65,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2666.75,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,792.15,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,295.65,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1459.35,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4398.15,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4297.95,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1840.75,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4096.9,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3454.6,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1286.0,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1387.0,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,786.3,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,641.25,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,705.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,345.5,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,345.9,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5811.8,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,124.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1375.6,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3491.55,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,7920.7,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,6640.7,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,718.1,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,320.4,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,101.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1334.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3358.65,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4764.0,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,350.3,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5703.0,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,525.55,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,108.15,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,483.15,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,934.8,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,786.5,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4086.3,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5364.8,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,82.3,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,770.4,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,6816.95,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2419.55,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4138.7,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,267.6,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3457.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1115.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5435.6,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4186.3,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4630.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3221.25,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,688.5,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,867.1,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4746.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,712.85,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,48.95,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5764.7,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,428.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1505.35,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,693.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,930.4,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1177.95,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5069.65,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,324.25,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1458.1,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,156.4,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2298.9,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1679.65,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,369.6,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2998.0,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5206.55,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3626.1,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,7968.85,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,152.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1959.5,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2053.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1889.5,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3425.35,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4323.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,703.55,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1275.7,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2965.75,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1647.0,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,56.25,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2249.95,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,6109.75,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,159.4,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3751.15,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,68.65,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,411.25,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,105.5,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3320.6,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,327.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5669.5,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,465.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,704.3,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1369.8,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1107.25,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,95.55,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,6375.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,8152.3,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1566.75,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,130.25,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,162.15,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,110.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,6302.85,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2264.5,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1253.5,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,41.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5265.55,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,693.3,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5997.1,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3824.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3886.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,7283.25,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,412.55,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1070.25,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,817.95,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1171.3,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,6548.65,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,625.65,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1911.5,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,134.7,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1507.0,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2978.3,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,299.3,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5832.65,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5567.55,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,450.8,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4166.35,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1215.6,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,7898.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3915.4,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,979.5,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,7432.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4026.4,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,25.3,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1193.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1958.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,63.15,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1301.1,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,484.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3887.85,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2208.75,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,238.15,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,80.8,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,958.15,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,118.3,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,76.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3845.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1094.5,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,573.75,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1267.0,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,633.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,6129.65,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,29.85,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1405.3,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2274.9,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1068.85,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,533.9,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,676.15,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3804.4,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1118.8,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5236.4,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1386.8,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,762.25,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1902.0,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,239.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5673.7,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,39.8,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,997.75,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5574.35,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,406.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,138.85,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1801.1,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,689.0,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,790.7,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,582.5,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1618.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1173.35,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,900.9,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2122.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,6719.9,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,69.15,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3784.0,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1798.65,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,54.65,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3886.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1224.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2310.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,723.4,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3988.5,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3554.6,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,6034.85,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,531.6,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,173.0,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2511.95,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3893.6,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,357.15,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,467.5,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2288.7,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4627.85,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,289.1,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,6460.55,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1931.3,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2221.55,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,7758.9,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,172.85,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,224.5,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,7388.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3460.95,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1700.9,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3090.65,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1293.8,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,645.8,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5224.95,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,500.1,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2427.1,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3488.15,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1035.7,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,7565.35,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2799.0,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1601.5,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,6256.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1232.9,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1937.4,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1096.25,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5059.75,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3023.65,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4889.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2289.9,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,6503.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1313.25,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,990.3,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,228.0,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5746.15,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,209.1,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1864.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5979.7,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3902.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,7142.5,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,902.0,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4481.0,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,805.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,154.85,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,528.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,8349.7,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4953.25,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,332.65,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2259.35,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1411.35,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,593.75,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,6328.7,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1411.9,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,6841.4,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3233.85,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1062.1,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4016.3,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,226.55,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,7110.75,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5440.9,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,235.1,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1958.95,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5528.9,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1463.7,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1025.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,552.1,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3815.4,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3313.4,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1938.9,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3014.65,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4839.15,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2010.55,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5139.65,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1673.4,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,309.35,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3171.6,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,8670.1,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,916.0,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,299.75,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,702.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2354.8,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3473.4,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4438.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4819.75,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,92.25,1,prop=0.0001 < 0.0050
